Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Aura of Green Petals;;;;;Increase Poison Resist from 11 (L1) to 50 (L40);;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;360;3;0;0;Buffing;;0;0;;;0;0;;;0;0;;;0;0;;Poison Resist;10;50;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2056;100;0;0;0;1277;;;You are covered by an aura of green petals.; is covered by an aura of green petals.;The green petals drift away.;
Aura of Black Petals;Increase Disease Resist from 11 (L1) to 50 (L40);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;360;3;0;0;Buffing;Disease Resist;10;50;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2056;100;0;0;0;1278;;;You are covered by an aura of black petals.; is covered by an aura of black petals.;The black petals drift away.;
Velium Chill of Al`Kabor;Illusion: Elemental;Decrease Hit Points (HP) by 800 (L1);;;;;;;;;;;;450;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;7.0;2.50;0.0;;;None;Evocation;0;0;0;0;Frost Attack;Illusion;75;0;;Hit Points (HP);-800;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;200;0;0;0;1279;;;Your skin freezes as you are hit with a chilling blast.; has been frozen by a chilling blast.;Your skin returns to normal.;
Splintering Shards;;;;;Decrease Cold Resist by 100 (L1);;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;12.0;;;None;Evocation;0;7;0;0;Frost Attack;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Cold Resist;-100;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Target Based AoE;0;2053;200;100;0;0;1280;;;You are assaulted by splintering shards.; is assaulted by splintering shards.;;
Searing Flames;Decrease Fire Resist by 100 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;12.0;;;None;Evocation;0;7;0;0;Fire Attack;Fire Resist;-100;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Target Based AoE;0;2052;200;100;0;0;1281;;;Your body is seared by flames.;'s body is seared by flames.;;
Bane of Tunare;Summons a TunareBane;;;;;;;;;;;;TunareBane;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Pet;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2106;0;0;0;0;1282;;;You summon a spirit of nature.;;;
Celestial Cleansing;Increase Heal over Time by 175 (L59);;;;;;;;;;;;;225;61;61;59;61;61;61;61;61;61;61;61;61;61;61;61;1.50;5.0;30.0;;;None;Alteration;4;3;0;0;Healing;Heal over Time;10;175;min + level *  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;100;0;0;0;1283;;;Celestial light pumps through your body.;'s body is covered with a soft glow.;The celestial light fades.;
Valiant Companion;;Fearless between 1 and 5 levels;;;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;59;61;61;5.0;2.50;10.0;;;None;Alteration;35;3;0;0;Illusion;Charisma;0;0;;Fearless;1;5;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Pet;15;2124;100;0;0;0;1284;;;; has become fearless!;;
Summon Companion;Summon Pet to you;;;;;;;;;;;;;50;61;61;61;61;52;61;61;61;61;44;44;61;39;44;39;5.0;2.25;2.50;;;None;Conjuration;0;0;0;0;Summoning;Summon Pet to you;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1285;;;You summon your companion to your side.; summons a companion to their side.;;
Expedience;;Increase Movement by 20% (L29);;;;;;;;;;;;45;61;61;61;61;61;61;61;61;61;61;61;61;29;61;61;3.0;2.25;0.0;Outdoor;;None;Alteration;120;3;0;0;Attributes;Charisma;0;0;;Movement;20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Pet;0;2054;100;0;0;0;1286;;;; shimmers and blurs.;;
Cassindra`s Chant of Clarity;;Increase Mana by 2 (L20);;;;;;;;;;;;0;61;61;61;61;61;61;61;20;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Singing;0;0;0;0;Clarity;Charisma;0;0;;Mana;2;2;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;15;2076;0;30;0;0;1287;;;Your mind clears.;;;
Divine Glory;;;;Increase Total Hit Points by 100 (L53);;;;;;;;;;60;61;61;53;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Alteration;500;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Total Hit Points;100;100;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2056;100;0;0;0;1288;;;You begin to radiate with divine glory.; begins to radiate with divine glory.;Your divine glory fades.;
Strengthen Death;Increase Attack Speed by 20% (L29);Increase Strength by 5 (L29);Increase Armor Class (AC) by 2 (L29);;;;;;;;;;;50;61;61;61;61;29;61;61;61;61;61;61;61;61;61;61;6.0;2.25;30.0;;;None;Alteration;0;8;0;0;Illusion;Attack Speed;110;120;min + level /  2;Strength;5;5;;Armor Class (AC);5;5;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Pet;25;2124;100;0;0;0;1289;;;;'s eyes gleam with madness.;;
Chloroblast;Increase Hit Points (HP) by 428 (L55);;;;;;;;;;;;;175;61;61;61;61;61;55;61;61;61;55;61;61;61;61;61;3.0;2.50;0.0;;;None;Alteration;0;0;0;0;Healing;Hit Points (HP);408;428;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;200;0;0;0;1290;;;You are blasted with chlorophyll.; is blasted with chlorophyll.;;
Nature's Touch;Increase Hit Points (HP) by 978 (L60);;;;;;;;;;;;;400;61;61;61;61;61;60;61;61;61;61;61;61;61;61;61;5.50;2.50;0.0;;;None;Alteration;0;0;0;0;Healing;Hit Points (HP);978;978;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;200;0;0;0;1291;;;You feel much better.; feels much better.;;
Complete Heal;Complete Heal between 1 and 1 levels;;;;;;;;;;;;;350;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.50;0.0;;;None;Abjuration;75;3;0;0;Buffing;Complete Heal;1;1;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2056;150;0;0;0;1292;;;You are completely healed.; is completely healed.;;
GM Summon Bone Chips;Summoning Bone Chips;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13073;5;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1293;;;;;;
GM Summon Water Flasks;Summoning Water Flasks;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13006;5;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1294;;;;;;
GM Summon Rations;Summoning Rations;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13007;5;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1295;;;;;;
Cinder Jolt;Lowers you on the target's hate list by -500;;;;;;;;;;;;;60;61;61;61;55;61;61;61;61;61;61;61;61;61;61;61;1.50;2.0;0.0;;;None;Alteration;0;0;0;0;Fire Attack;Lower Hate;-500;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;0;2059;200;0;0;0;1296;;;Your head snaps back.;'s head snaps back.;;
Rune Shield;Increase Absorb Damage by 1000 (L1);;;;;;;;;;;;;350;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.25;600.0;;;None;Abjuration;3;3;0;0;Buffing;Absorb Damage;1000;1000;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Peridot;2;;1;;1;;1;;;None;Self;0;2056;100;0;0;0;1297;; is surrounded by a shield of runes.;A shield of shimmering runes surrounds you.; is surrounded by a shield of runes.;The shield of runes fades.;
Flowing Thought I;;Increase Mana by 1 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;1;1;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1298;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought II;;Increase Mana by 2 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;2;2;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1299;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought III;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1300;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought IV;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1301;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought V;;Increase Mana by 5 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;5;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1302;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought VI;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1303;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought VII;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1304;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought VIII;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1305;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought IX;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1306;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Flowing Thought X;;Increase Mana by 0 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Alteration;270;3;0;0;Clarity;Charisma;0;0;;Mana;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2120;200;0;0;0;1307;;;A cool breeze slips through your mind.; looks tranquil.;The cool breeze fades.;
Avatar Snare;;Decrease Movement between 36% (L1) to 65% (L30);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.25;0.0;;;None;Alteration;18;1;0;0;Root;Charisma;0;0;;Movement;-35;65;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Target Based AoE;0;2118;200;45;0;0;1308;;;Your knees buckle.; 's knees buckle.;Your legs regain strength.;
Celestial Aura;Complete Heal between 10 and 300 levels;;;;;;;;;;;;;300;61;59;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.50;0.0;;;None;Alteration;4;4;0;0;Healing;Complete Heal;10;300;x 5;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;100;0;0;0;1309;;;A Celestial Aura pumps through your body.;'s body is covered with a soft glow.;The Celestial Aura fades.;
Porlos' Fury;Decrease Hit Points (HP) by 2000 (L60);;;;;;;;;;;;;450;61;61;61;61;61;61;61;61;61;61;61;60;61;61;61;6.0;2.50;5.0;;;None;Evocation;0;0;0;0;Fire Attack;Hit Points (HP);-2000;2000;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Peridot;2;;1;;1;;1;;;None;Dragons;0;2052;200;0;0;0;1310;;;Your soul is assaulted by the ages.; 's soul is assaulted by the ages.;;
Hsagra's Wrath;Decrease Hit Points (HP) by 2000 (L60);;;;;;;;;;;;;450;61;61;61;61;61;61;61;61;61;61;61;60;61;61;61;6.0;2.50;5.0;;;None;Evocation;0;0;0;0;Fire Attack;Hit Points (HP);-2000;2000;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Peridot;2;;1;;1;;1;;;None;Giants;0;2052;200;0;0;0;1311;;;Your soul is assaulted by the ages.; 's soul is assaulted by the ages.;;
Scarab Storm;Adding 10 Disease counters;Decrease Current Hitpoints by 250 (L1);Decrease Hit Points (HP) by 50 (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;6;0;0;Poison Atk;Disease;10;0;;Current Hitpoints;-250;250;;Hit Points (HP);-50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;Point Blank AoE;0;2050;20;0;0;0;1312;; launches a spray of scarabs.;Scarabs burrow into your flesh.; shrieks as scarabs burrow into their skin.;The scarabs die.;
Festering Sores;Adding 8 Disease counters;Decrease Current Hitpoints by 20 (L1);Decrease Hit Points (HP) by 15 (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;3;0;0;-1;Disease;8;0;;Current Hitpoints;-20;0;;Hit Points (HP);-15;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;All;0;2050;20;0;0;0;1313;;'s hands pulse with dark power.;Your skin erupts with festering sores.; has been diseased.;You are no longer diseased.;
SpectraStun;Decrease Hit Points (HP) from 3 (L1) to 121 (L60);Stuns target for 6.0 (L1) seconds;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;12.0;;;None;Instantaneous;0;0;0;0;Fear;Hit Points (HP);-1;200;min + level *  2;Stuns;6000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2116;200;0;0;0;1314;; gleams with dull power.;You feel your willpower drain away.; staggers.;;
Lethargy;;Decrease Attack Speed for between 20% (L1) to 50% (L60);Decrease Movement between 41% (L1) to 55% (L15);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;6;0;0;Lifeforce;Charisma;0;0;;Attack Speed;80;0;min + level /  2;Movement;-40;55;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2125;25;0;0;0;1315;;;You feel lethargic.; looks lethargic.;You no longer feel lethargic.;
Vampiric Drain;Decrease Hit Points (HP) from 104 (L1) to 300 (L50) and adds it to yours;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;6.0;;;None;Alteration;0;0;0;0;Lifeforce;Hit Points (HP);-100;300;min + level *  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Drain;20;2116;15;0;0;0;1316;;;You feel your life force drain away.; staggers.;;
Repulse;Decrease Hit Points (HP) by 125 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;0.0;18.0;;;None;Evocation;0;0;0;0;Striking;Hit Points (HP);-125;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2121;200;0;16;2;1317;You send forth a burst of energy.; sends forth a burst of energy.;A massive force knocks you backwards.; flies backwards.;;
Muscle Spasm;Adding 5 Poison counters;Decrease Movement between 31% (L1) to 60% (L30);Decrease Hit Points (HP) by 20 (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;4;0;0;Poison;Poison;5;0;;Movement;-30;60;min + level;Hit Points (HP);-20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;50;0;0;0;1318;;;Your legs spasm as poison spreads through your veins.; has been poisoned.;The poison has run its course.;
Impotent Rage;DoT for 1152 Hit Points (HP) in 16 ticks;Decrease Movement between 11% (L1) to 60% (L50);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.50;0.0;;;None;Conjuration;16;1;0;0;Blinding;Hit Points (HP);-72;0;;Movement;-10;60;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2119;200;0;0;0;1319;;;You are engulfed in a blinding rage.; is engulfed in a blinding rage.;The rage fades.;
Thurgadin Gate;Teleport to location -865,4 in thurgadina;;;;;;;;;;;;thurgadina;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Invisi/Gate;Teleport;-865;0;;;4;0;;;14;0;;;510;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2112;0;0;0;0;1320;;;; fades away.;;
Malevolent Grasp;;;DoT for 450 Hit Points (HP) in 9 ticks and adds it to yours;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;9;2;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Hit Points (HP);-50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;Drain;0;2116;200;0;0;0;1321;;;You are cought in a malevolent grasp.; is cought in a malevolent grasp.;The malevolent grasp fades.;
Field of Bone Port;Teleport to location -1961,340 in fieldofbone;;;;;;;;;;;;fieldofbone;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Invisi/Gate;Teleport;-1961;0;;;340;0;;;-51;0;;;119;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2112;0;0;0;0;1322;;;; fades away.;;
Echinacea Infusion;;;Poison Resist - Unknown Formula;Disease Resist - Unknown Formula;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;20;1;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Poison Resist;5;10;121;Disease Resist;5;10;121;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2056;100;0;0;0;1323;;;You feel infused with echinacea.; is infused with echinacea.;Your echinacea infusion fades.;
Aloe Sweat;;;Increase Poison Resist from 10 (L1) to 15 (L20);Increase Disease Resist from 10 (L1) to 15 (L20);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;20;1;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Poison Resist;10;15;min + level /  4;Disease Resist;10;15;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2056;100;0;0;0;1324;;;You begin to sweat aloe.; begins to sweat aloe.;The aloe sweat fades.;
Combine Gate;Teleport to location 3047,9658 in The Dreadlands;;;;;;;;;;;;dreadlands;150;61;61;61;61;61;61;61;61;61;61;61;24;61;61;61;7.0;2.25;10.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Teleport;3047;0;;;9658;0;;;1052;0;;;249;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2112;0;0;0;0;1325;;;; fades away.;;
Ring of the Combines;Teleport to location 2484,7717 in The Dreadlands;;;;;;;;;;;;dreadlands;150;61;61;61;61;61;24;61;61;61;61;61;61;61;61;61;7.0;2.25;10.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Teleport;2484;0;;;7717;0;;;1051;0;;;191;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2112;0;0;0;0;1326;;;; fades away.;;
Aura of Battle;;Regeneration for 1200 Hit Points (HP) in 600 ticks;Increase Attack (ATK) by 10 (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;600;3;0;0;Healing;Charisma;0;0;;Hit Points (HP);2;2;;Attack (ATK);10;10;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2056;100;0;0;0;1327;;;You are surrounded by an aura of battle.; is surrounded by an aura of battle.;The aura of battle fades.;
